Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
100,50,3,0,4,0,0,0,100,0,0,-1,4,0,0,0
100,50,3,0,4,0,20,0,100,0,0,-1,4,0,0,0
100,50,3,0,4,0,40,0,100,0,0,-1,4,0,0,0
250,200,9,0,4,0,60,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,140,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,220,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,300,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,380,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,460,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,540,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,620,0,250,200,3,-1,4,0,0,0
250,200,9,0,4,0,700,0,250,200,3,-1,4,0,0,0
330,250,12,0,4,0,780,0,330,200,3,-1,4,0,0,0
330,300,15,0,4,0,880,0,330,200,3,-1,4,0,0,0
330,300,15,0,4,0,1000,0,330,200,3,-1,4,0,0,0
330,300,15,0,4,0,1120,0,330,200,3,-1,4,0,0,0
330,300,15,0,4,0,1240,0,330,200,3,-1,4,0,0,0
330,300,15,0,4,0,1360,0,330,200,3,-1,4,0,0,0
