Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
85,150,8,0,4,12000,0,0,85,150,8,0,4,12000,0,0
173,250,12,0,4,12000,0,0,173,250,12,0,4,12000,0,0
173,250,12,0,4,12000,0,0,173,250,12,0,4,12000,0,0
173,250,12,0,4,12000,0,0,173,250,12,0,4,12000,0,0
173,250,12,0,4,12000,0,0,173,250,12,0,4,12000,0,0
173,250,12,0,4,12000,0,0,173,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
220,250,12,0,4,12000,0,0,220,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
233,250,12,0,4,12000,0,0,233,250,12,0,4,12000,0,0
287,300,16,0,4,12000,0,0,287,300,16,0,4,12000,0,0
287,300,16,0,4,12000,0,0,287,300,16,0,4,12000,0,0
287,300,16,0,4,12000,0,0,287,300,16,0,4,12000,0,0
287,300,16,0,4,12000,0,0,287,300,16,0,4,12000,0,0
287,300,16,0,4,12000,0,0,287,300,16,0,4,12000,0,0
291,300,16,0,4,12000,0,0,291,300,16,0,4,12000,0,0
291,300,16,0,4,12000,0,0,291,300,16,0,4,12000,0,0
291,300,16,0,4,12000,0,0,291,300,16,0,4,12000,0,0
291,300,16,0,4,12000,0,0,291,300,16,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
325,500,20,0,4,12000,0,0,325,500,20,0,4,12000,0,0
331,500,20,0,4,12000,0,0,331,500,20,0,4,12000,0,0
331,500,20,0,4,12000,0,0,331,500,20,0,4,12000,0,0
331,500,20,0,4,12000,0,0,331,500,20,0,4,12000,0,0
331,500,20,0,4,12000,0,0,331,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
409,500,20,0,4,12000,0,0,409,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
457,500,20,0,4,12000,0,0,457,500,20,0,4,12000,0,0
526,700,24,0,4,12000,0,0,526,700,24,0,4,12000,0,0
526,700,24,0,4,12000,0,0,526,700,24,0,4,12000,0,0
526,700,24,0,4,12000,0,0,526,700,24,0,4,12000,0,0
526,700,24,0,4,12000,0,0,526,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
599,700,24,0,4,12000,0,0,599,700,24,0,4,12000,0,0
616,700,24,0,4,12000,0,0,616,700,24,0,4,12000,0,0
616,700,24,0,4,12000,0,0,616,700,24,0,4,12000,0,0
616,700,24,0,4,12000,0,0,616,700,24,0,4,12000,0,0
616,700,24,0,4,12000,0,0,616,700,24,0,4,12000,0,0
616,700,24,0,4,12000,0,0,616,700,24,0,4,12000,0,0
679,700,24,0,4,12000,0,0,679,700,24,0,4,12000,0,0
679,700,24,0,4,12000,0,0,679,700,24,0,4,12000,0,0
679,700,24,0,4,12000,0,0,679,700,24,0,4,12000,0,0
679,700,24,0,4,12000,0,0,679,700,24,0,4,12000,0,0
679,700,24,0,4,12000,0,0,679,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
741,700,24,0,4,12000,0,0,741,700,24,0,4,12000,0,0
775,700,24,0,4,12000,0,0,775,700,24,0,4,12000,0,0
775,700,24,0,4,12000,0,0,775,700,24,0,4,12000,0,0
775,700,24,0,4,12000,0,0,775,700,24,0,4,12000,0,0
775,700,24,0,4,12000,0,0,775,700,24,0,4,12000,0,0
775,700,24,0,4,12000,0,0,775,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
867,700,24,0,4,12000,0,0,867,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
929,700,24,0,4,12000,0,0,929,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1025,700,24,0,4,12000,0,0,1025,700,24,0,4,12000,0,0
1114,700,24,0,4,12000,0,0,1114,700,24,0,4,12000,0,0
1114,700,24,0,4,12000,0,0,1114,700,24,0,4,12000,0,0
1190,700,24,0,4,12000,0,0,1190,700,24,0,4,12000,0,0
1190,700,24,0,4,12000,0,0,1190,700,24,0,4,12000,0,0
1190,700,24,0,4,12000,0,0,1190,700,24,0,4,12000,0,0
1190,700,24,0,4,12000,0,0,1190,700,24,0,4,12000,0,0
