Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
100,50,3,0,4,0,0,3,100,0,0,0,4,0,0,0
100,50,3,0,4,0,0,3,100,0,0,0,4,0,0,0
100,50,3,0,4,0,0,3,100,0,0,0,4,0,0,0
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
250,200,9,0,4,0,0,9,250,200,3,0,4,0,0,3
