Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
100,50,3,-1,4,0,0,1,100,0,0,-1,4,0,0,0
100,50,3,-1,4,0,20,1,100,0,0,-1,4,0,0,0
100,50,3,-1,4,0,40,1,100,0,0,-1,4,0,0,0
250,200,9,-1,4,0,60,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,140,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,220,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,300,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,380,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,460,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,540,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,620,1,250,200,3,-1,4,0,0,0
250,200,9,-1,4,0,700,1,250,200,3,-1,4,0,0,0
330,250,12,-1,4,0,780,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,880,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1000,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1120,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1240,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1360,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1480,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1600,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1720,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1840,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,1970,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,2100,1,330,200,3,-1,4,0,0,0
330,300,15,-1,4,0,2250,1,330,200,3,-1,4,0,0,0
580,450,21,-1,4,0,2410,1,580,400,6,-1,4,0,0,0
580,500,24,-1,4,0,2630,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,2870,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,3130,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,3390,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,3650,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,3910,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,4170,1,580,400,6,-1,4,0,0,0
580,550,27,-1,4,0,4430,1,580,400,6,-1,4,0,0,0
680,650,30,-1,4,0,4700,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,5020,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,5340,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,5660,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,5980,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,6300,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,6620,1,680,600,9,-1,4,0,0,0
680,650,30,-1,4,0,6940,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7180,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7240,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7300,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7360,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7440,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7530,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7630,1,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7740,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7850,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,7960,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8070,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8180,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8290,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8400,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8530,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8660,0,680,600,9,-1,2,0,0,0
680,650,30,-1,4,0,8790,0,680,600,9,-1,2,0,0,0
970,950,36,-1,4,0,8920,0,970,800,12,-1,2,0,0,0
970,950,36,-1,4,0,9050,0,970,800,12,-1,2,0,0,0
970,950,36,-1,4,0,9180,0,970,800,12,-1,2,0,0,0
970,950,36,-1,4,0,9310,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
970,950,36,-1,4,0,9360,0,970,800,12,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1150,950,36,-1,4,0,9360,0,1150,1000,15,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1390,1150,39,-1,4,0,9360,0,1390,1200,18,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1560,1150,39,-1,4,0,9360,0,1560,1400,21,-1,1,0,0,0
1660,1150,39,-1,4,0,9360,0,1660,1400,21,-1,1,0,0,0
1660,1150,39,-1,4,0,9360,0,1660,1400,21,-1,1,0,0,0
1660,1150,39,-1,4,0,9360,0,1660,1400,21,-1,1,0,0,0
1810,1150,39,-1,4,0,9360,0,1810,1400,21,-1,1,0,0,0
1810,1150,39,-1,4,0,9360,0,1810,1400,21,-1,1,0,0,0
