Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
100,50,3,0,4,0,0,0,100,0,0,0,4,0,0,0
100,50,3,0,4,0,20,0,100,0,0,0,4,0,0,0
100,50,3,0,4,0,40,0,100,0,0,0,4,0,0,0
250,200,9,0,4,0,60,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,140,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,220,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,300,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,380,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,460,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,540,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,620,0,250,200,3,0,4,0,0,0
250,200,9,0,4,0,700,0,250,200,3,0,4,0,0,0
330,250,12,0,4,0,780,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,880,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1000,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1120,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1240,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1360,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1480,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1600,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1720,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1840,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,1960,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,2080,0,330,200,3,0,4,0,0,0
330,300,15,0,4,0,2200,0,330,200,3,0,4,0,0,0
580,450,21,0,4,0,2320,0,580,400,6,0,4,0,0,0
580,500,24,0,4,0,2500,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,2700,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,2920,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,3140,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,3360,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,3580,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,3800,0,580,400,6,0,4,0,0,0
580,550,27,0,4,0,4020,0,580,400,6,0,4,0,0,0
680,650,30,0,4,0,4240,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,4500,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,4760,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,5020,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,5280,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,5540,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,5800,0,680,600,9,0,4,0,0,0
680,650,30,0,4,0,6060,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
680,650,30,0,4,0,6240,0,680,600,9,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
970,950,36,0,4,0,6240,0,970,800,12,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
1150,950,36,0,4,0,6240,0,1150,1000,15,0,2,0,0,0
