Gold Collected Blue,Gold Spent Blue,Units Built Blue,Units Lost Blue,Buildings Standing Blue,Building Health Blue,Damage Dealt Blue,Units in Enemy Territory Blue,Gold Collected Red,Gold Spent Red,Units Built Red,Units Lost Red,Buildings Standing Red,Building Health Red,Damage Dealt Red,Units in Enemy Territory Red
100,50,3,-1,4,0,0,4,100,0,0,-1,4,0,0,0
100,50,3,-1,4,0,0,4,100,0,0,-1,4,0,0,0
100,50,3,-1,4,0,0,4,100,0,0,-1,4,0,0,0
250,200,9,-1,4,0,0,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,10,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,20,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,50,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,90,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,140,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,190,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,260,10,250,200,3,-1,4,0,0,3
250,200,9,-1,4,0,340,10,250,200,3,-1,4,0,0,3
330,250,12,-1,4,0,420,13,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,500,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,590,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,680,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,800,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,940,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1080,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1220,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1370,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1530,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1690,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,1850,16,330,200,3,-1,4,0,0,3
330,300,15,-1,4,0,2010,16,330,200,3,-1,4,0,0,3
580,450,21,-1,4,0,2170,22,580,400,6,-1,4,0,0,6
580,500,24,-1,4,0,2340,25,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,2520,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,2720,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,2930,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,3150,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,3380,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,3630,28,580,400,6,-1,4,0,0,6
580,550,27,-1,4,0,3890,28,580,400,6,-1,4,0,0,6
680,650,30,-1,4,0,4160,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,4440,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,4720,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,5000,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,5320,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,5650,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,5990,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,6340,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,6710,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,7080,31,680,600,9,-1,4,0,0,9
680,650,30,-1,4,0,7450,31,680,600,9,-1,3,0,0,9
680,650,30,-1,4,0,7740,31,680,600,9,-1,3,0,0,9
680,650,30,-1,4,0,7980,31,680,600,9,-1,3,0,0,9
680,650,30,-1,4,0,8220,31,680,600,9,-1,3,0,0,9
680,650,30,-1,4,0,8480,31,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,8660,30,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,8790,30,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,8920,30,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,9050,30,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,9180,30,680,600,9,-1,2,0,0,9
680,650,30,-1,4,0,9310,30,680,600,9,-1,1,0,0,9
680,650,30,-1,4,0,9360,30,680,600,9,-1,1,0,0,9
680,650,30,-1,4,0,9360,30,680,600,9,-1,1,0,0,9
680,650,30,-1,4,0,9360,30,680,600,9,-1,1,0,0,9
680,650,30,-1,4,0,9360,30,680,600,9,-1,1,0,0,9
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
970,950,36,-1,4,0,9360,36,970,800,12,-1,1,0,0,12
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
1150,950,36,-1,4,0,9360,36,1150,1000,15,-1,1,0,0,15
